datetime,Close,SMA_20,EMA_20,RSI_14,MACD_line,MACD_signal,MACD_histogram,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower
2023-12-14 00:00:00,0.6613892286453705,,0.6613892286453705,,0.0,0.0,0.0,0.6613892286453705,,
2023-12-15 00:00:00,0.6424514040505339,,0.6595856263030051,0.0,-0.0015107096542890108,-0.0003021419308578022,-0.0012085677234312086,0.6519203163479522,0.678702444731813,0.6251381879640915
2023-12-16 00:00:00,0.6020396774940284,,0.6541050597497692,0.0,-0.005900825494444151,-0.001421878643575072,-0.0044789468508690785,0.6352934367299776,0.6959241113951355,0.5746627620648197
2023-12-17 00:00:00,0.6064994776423223,,0.6495711947871552,6.989257933921792,-0.008917361534081403,-0.0029209752216763384,-0.005996386312405065,0.6280949469580638,0.6853645830681037,0.5708253108480239
2023-12-18 00:00:00,0.580529648296934,,0.6429958094071341,4.967521552605092,-0.013250789415661934,-0.004986938060473458,-0.008263851355188477,0.6185818872258378,0.6839257815428302,0.5532379929088455
2023-12-19 00:00:00,0.6008709727534548,,0.6389839202020218,22.521804256114592,-0.014872249315916797,-0.006964000311562126,-0.007908249004354672,0.6156300681471073,0.6758378523662064,0.5554222839280082
2023-12-20 00:00:00,0.5750008478278528,,0.6328902942616247,18.237377530984105,-0.018036853228233785,-0.009178570894896458,-0.008858282333337327,0.6098258938157853,0.6727869191504523,0.5468648684811184
2023-12-21 00:00:00,0.5897207331143677,,0.6287789074856954,26.22312703866588,-0.019136459709578002,-0.011170148657832767,-0.007966311051745235,0.607312748728108,0.6673119219022442,0.5473135755539719
2023-12-22 00:00:00,0.6363095815171818,,0.6294961145363132,43.64426558307892,-0.016063406114855905,-0.012148800149237395,-0.00391460596561851,0.6105346190380051,0.6698946167002284,0.5511746213757818
2023-12-23 00:00:00,0.6236175706204236,,0.6289362532109903,41.00637869185926,-0.014485152388648559,-0.012616070597119628,-0.0018690817915289308,0.6118429141962469,0.668416429416378,0.5552693989761158
2023-12-24 00:00:00,0.6148032468668216,,0.6275902526067838,39.35448616597596,-0.013786692789899968,-0.012850195035675697,-0.0009364977542242713,0.6121120353481174,0.6658120643469836,0.5584120063492513
2023-12-25 00:00:00,0.5930897407349875,,0.6243044895713746,35.801656035586845,-0.014814484843677422,-0.013243052997276043,-0.0015714318464013794,0.6105268441303565,0.6628924348596755,0.5581612534010375
2023-12-26 00:00:00,0.6257644971286507,,0.6244435379101628,43.479956255189755,-0.012844375716587697,-0.013163317541138374,0.0003189418245506774,0.6116989712840716,0.66254269297529,0.5608552495928532
2023-12-27 00:00:00,0.6079167108264765,,0.6228695543783832,40.813600053198286,-0.012578223305319547,-0.01304629869397461,0.0004680753886550631,0.6114288098228148,0.6603196954903255,0.562537924155304
2023-12-28 00:00:00,0.6329349656134101,,0.6238281649721953,45.49859791596925,-0.010230599543626817,-0.012483158863905053,0.0022525593202782357,0.6128625535421878,0.6612662611938482,0.5644588458905273
2023-12-29 00:00:00,0.61768195134706,,0.623242811293611,46.035304120598596,-0.009491469819460918,-0.011884821055016226,0.002393351235555308,0.6131637659049922,0.6599882356716928,0.5663392961382916
2023-12-30 00:00:00,0.6083868654372805,,0.6218279593072938,51.12835466167062,-0.009545703016185625,-0.011416997447250107,0.0018712944310644818,0.6128827717598327,0.6582795437555167,0.5674859997641488
2023-12-31 00:00:00,0.6023831951139077,,0.6199760770031618,49.2722335064848,-0.009958335740085866,-0.01112526510581726,0.0011669293657313937,0.6122994619461702,0.6566180524795006,0.5679808714128399
2024-01-01 00:00:00,0.5932116677600944,,0.6174270856466793,52.38380133018066,-0.010899769990852182,-0.011080166082824245,0.00018039609197206298,0.6112948411995347,0.6552462085831489,0.5673434738159205
2024-01-02 00:00:00,0.623256101436692,0.6118929042113925,0.6179822300076329,54.059583205770004,-0.00911644006507617,-0.01068742087927463,0.00157098081419846,0.6118929042113925,0.6550051696199874,0.5687806388027976
2024-01-03 00:00:00,0.6060852609787025,0.6091277058280591,0.6168491853382109,55.82087796563444,-0.008985106854178748,-0.010346958074255454,0.0013618512200767059,0.6091277058280591,0.645429326588168,0.5728260850679502
2024-01-04 00:00:00,0.556842720162059,0.6048472716336354,0.6111342838928631,44.54814652147332,-0.012707995977975117,-0.010819165654999387,-0.0018888303229757306,0.6048472716336354,0.6446266499374133,0.5650678933298575
2024-01-05 00:00:00,0.5695463363891113,0.6032226045783895,0.6071735269877439,37.52766659060204,-0.014466575096991119,-0.011548647543397733,-0.0029179275535933854,0.6032226045783895,0.6460241725282571,0.5604210366285219
2024-01-06 00:00:00,0.5393707483904063,0.5998661681157937,0.6007161195022831,35.22653980153807,-0.018086687408401803,-0.012856255516398548,-0.005230431892003255,0.5998661681157937,0.6512530103127256,0.5484793259188618
2024-01-07 00:00:00,0.5226179816319002,0.5969705847825421,0.5932782016098657,34.272343290789635,-0.02205324468829506,-0.01469565335077785,-0.007357591337517209,0.5969705847825421,0.6584755338802287,0.5354656356848554
2024-01-08 00:00:00,0.4926611410057146,0.5915600931951551,0.5836956244094703,33.33471190524908,-0.027299346713225647,-0.017216392023267413,-0.010082954689958235,0.5915600931951551,0.668677034848085,0.5144431515422252
2024-01-09 00:00:00,0.5405817266765055,0.5898391371375877,0.5795895389110928,36.54541026935143,-0.02727571215829938,-0.01922825605027381,-0.008047456108025573,0.5898391371375877,0.6699886148950422,0.5096896593801332
2024-01-10 00:00:00,0.510767880375113,0.5858914945006249,0.5730350952409995,35.21428553971343,-0.029324673255738287,-0.021247539491366707,-0.00807713376437158,0.5858914945006249,0.6734962062297942,0.4982867827714557
2024-01-11 00:00:00,0.567929294391895,0.5824724801443606,0.5725488284934658,40.988100818563105,-0.02603591546742734,-0.022205214686578836,-0.0038307007808485033,0.5824724801443606,0.6670782472209508,0.4978667130677704
2024-01-12 00:00:00,0.5811386539221115,0.580348534309445,0.5733669071057178,44.90504129159777,-0.022108809711013366,-0.022185933691465744,7.71239804523774e-05,0.580348534309445,0.6627081857252755,0.49798888289361454
2024-01-13 00:00:00,0.5474745911780851,0.5769821015250082,0.5709009722554671,42.047821026168435,-0.02146551750296455,-0.022041850453765506,0.0005763329508009576,0.5769821015250082,0.6589149294514338,0.49504927359858253
2024-01-14 00:00:00,0.5495600380376037,0.574805616390139,0.5688685023299563,43.03258536936098,-0.020550531920936588,-0.021743586747199724,0.0011930548262631367,0.574805616390139,0.6572478975215857,0.49236333525869236
2024-01-15 00:00:00,0.5253876070255283,0.5697867718849828,0.5647274646819156,41.39449699094736,-0.02152775387420347,-0.021700420172600474,0.00017266629839700343,0.5697867718849828,0.651384014203379,0.48818952956658673
2024-01-16 00:00:00,0.5284594521791264,0.5658139089526154,0.5612733682530785,37.08848495395112,-0.02180300560454773,-0.021720937258989926,-8.20683455578057e-05,0.5658139089526154,0.6473316236488301,0.48429619425640064
2024-01-17 00:00:00,0.535446290453216,0.5609394751946056,0.5588136465578535,40.10429112270247,-0.021212836749140318,-0.021619317157020007,0.0004064804078796891,0.5609394751946056,0.6370365856051758,0.4848423647840354
2024-01-18 00:00:00,0.5265727839341486,0.5563840168239601,0.5557430882127388,45.21874690333644,-0.02121657008332911,-0.02153876774228183,0.00032219765895271854,0.5563840168239601,0.6290077411771796,0.48376029247074054
2024-01-19 00:00:00,0.5018280724933721,0.5510560771767647,0.5506083248108943,39.69560547738822,-0.022951647880794512,-0.021821343769984368,-0.0011303041108101444,0.5510560771767647,0.6232499555295041,0.47886219882402536
2024-01-20 00:00:00,0.5015555780282297,0.5460146963224808,0.5459366346411167,43.66974825554125,-0.02407121952695912,-0.02227131892137932,-0.0017999006055798017,0.5460146963224808,0.6171917288422333,0.47483766380272824
2024-01-21 00:00:00,0.5142145110223477,0.5420648384855935,0.5429154800107578,48.57371184441538,-0.023664231494913923,-0.02254990143608624,-0.0011143300588276825,0.5420648384855935,0.6109445619333199,0.4731851150378671
2024-01-22 00:00:00,0.5035925858990076,0.5360816627087093,0.5391704424763054,51.985676840863434,-0.023923021434120284,-0.02282452543569305,-0.0010984959984272347,0.5360816627087093,0.5953901384100302,0.47677318700738835
2024-01-23 00:00:00,0.4772380109659874,0.5296393002080735,0.5332721156657989,37.515596042000126,-0.02595550931352153,-0.023450722211258747,-0.002504787102262783,0.5296393002080735,0.5847756737509774,0.4745029266651696
2024-01-24 00:00:00,0.4770653869742731,0.5256504335486841,0.5279190938856536,42.478806455834345,-0.02726589564215187,-0.024213756897437374,-0.0030521387447144978,0.5256504335486841,0.5839524831045003,0.4673483839928679
2024-01-25 00:00:00,0.476850907946624,0.5210156621265598,0.5230554571295556,22.747868093893032,-0.02799893857827407,-0.024970793233604714,-0.003028145344669355,0.5210156621265598,0.5793626892127702,0.46266863504034933
2024-01-26 00:00:00,0.4666944281737374,0.5173818461157264,0.5176877400861444,15.119177089178223,-0.029064387258505853,-0.02578951203858494,-0.0032748752199209114,0.5173818461157264,0.5798243735384226,0.45493931869303006
2024-01-27 00:00:00,0.4846114472370051,0.5154815193959816,0.5145376169576549,28.805886220042296,-0.028138644535594837,-0.026259338537986922,-0.0018793059976079142,0.5154815193959816,0.5795453624567228,0.4514176763352404
2024-01-28 00:00:00,0.4862832122785023,0.5151626229596209,0.511846721273926,28.60673966016688,-0.026959319042418606,-0.02639933463887326,-0.0005599844035453459,0.5151626229596209,0.5797659852829679,0.45055926063627394
2024-01-29 00:00:00,0.489756524331142,0.5126213628423527,0.5097428929936609,35.99302601432295,-0.02545104404450682,-0.026209676519999975,0.0007586324754931539,0.5126213628423527,0.5770128504550157,0.4482298752296897
2024-01-30 00:00:00,0.5254688082222182,0.513356409234708,0.5112405992059045,49.06443526090899,-0.02113046356144732,-0.025193833928289444,0.004063370366842123,0.513356409234708,0.5779939705116096,0.44871884795780653
2024-01-31 00:00:00,0.5147458836162068,0.5106972386959236,0.5115744358164095,43.67219467542263,-0.018359980375923568,-0.02382706321781627,0.005467082841892703,0.5106972386959236,0.570040797106181,0.45135368028566625
2024-02-01 00:00:00,0.497789409814157,0.5065297764905259,0.5102615761971473,41.61567897303111,-0.017332796526734584,-0.022528209879599935,0.005195413352865351,0.5065297764905259,0.5559157736226017,0.45714377935845013
2024-02-02 00:00:00,0.5054817418827323,0.5044301340257583,0.5098063538814888,51.181670639455454,-0.01571686478156653,-0.021165940859993255,0.005449076078426724,0.5044301340257583,0.549902138004165,0.45895813004735164
2024-02-03 00:00:00,0.5141625358932159,0.5026602589185389,0.5102212283587961,53.867024533748854,-0.013579226829027902,-0.019648598053800186,0.006069371224772285,0.5026602589185389,0.5432271684169449,0.462093349420133
2024-02-04 00:00:00,0.5123374566279294,0.5020077513986589,0.5104227739082374,49.383246072769126,-0.011895280604423353,-0.01809793456392482,0.006202653959501467,0.5020077513986589,0.541439378237388,0.4625761245599299
2024-02-05 00:00:00,0.4949022925699801,0.5003298934182017,0.5089446328284034,47.26695077350085,-0.011831230061513431,-0.016844593663442542,0.005013363601929111,0.5003298934182017,0.5378308929835232,0.4628288938528802
2024-02-06 00:00:00,0.4933681022068834,0.498225984005885,0.507461153721592,56.011292340413924,-0.011768604735645671,-0.01582939587788317,0.004060791142237497,0.498225984005885,0.5319643585330305,0.46448760947873957
2024-02-07 00:00:00,0.498441333850525,0.4968194115017039,0.5066021232576808,57.68556632304418,-0.01118072191633468,-0.014899661085573472,0.0037189391692387923,0.4968194115017039,0.5278160377525122,0.46582278525089554
