Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI_14,MACD_line,MACD_signal,MACD_histogram,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,ATR_14
2023-12-28,476.8800048828125,477.5499877929688,476.260009765625,476.6900024414063,472.2368774414063,77158100,,472.5467460645387,62.5252872058472,1.2740893602825736,0.6305844945504446,0.643504865732129,472.91909235174006,478.61162441038795,467.2265602930922,4.163134721798339
2023-12-29,476.489990234375,477.0299987792969,473.2999877929688,475.30999755859375,470.8697509765625,122234100,,472.80991287349633,59.21807705534327,1.328948669189117,0.7702573294781792,0.5586913397109379,473.1183344523112,478.718735796024,467.5179331085984,4.105384890402303
2024-01-02,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,468.2345581054688,123623700,,472.7946824947333,53.73911585097246,1.144590870708953,0.845124037724334,0.29946683298461896,473.0823082557091,478.4505740270921,467.7140424843261,4.2006678815778296
2024-01-03,470.4299926757813,471.1900024414063,468.1700134277344,468.7900085449219,464.4106750488281,103585900,,472.4132849757037,47.37811925339124,0.6791881701145712,0.8119368642023815,-0.13274869408781031,472.77571541922435,478.42066362067527,467.13076721777344,4.237909559867452
2024-01-04,468.2999877929688,470.9599914550781,467.0499877929688,467.2799987792969,462.9147644042969,84232200,,471.9244005760459,45.28136166254491,0.18635976902794482,0.6868214451674943,-0.5004616761395495,472.4093343098958,478.5447596710433,466.2739089487483,4.194188773499701
2024-01-05,467.489990234375,470.4400024414063,466.4299926757813,467.9200134277344,463.5487976074219,86060800,,471.5430303714448,43.84963521202127,-0.1508278070936626,0.519291594715263,-0.6701194018089256,472.12875175476074,478.4669204098601,465.7905830996614,4.169631572449742
2024-01-08,468.4299926757813,474.75,468.2999877929688,474.6000061035156,470.1663818359375,74879100,,471.8341709173563,57.07385171979863,0.11958963654393528,0.43935120308099745,-0.31976156653706217,472.27411965762866,478.5270047741353,466.021234541122,4.524345572425193
2024-01-09,471.8699951171875,474.9299926757813,471.3500061035156,473.8800048828125,469.4530944824219,65931400,,472.02901224739975,52.703091406789184,0.27265631538864454,0.4060122255425269,-0.13335591015388237,472.36333550347223,478.4765783334698,466.2500926734747,4.398431039070592
2024-01-10,474.1600036621094,477.4500122070313,473.8699951171875,476.55999755859375,472.1080627441406,67310600,,472.4605346579896,52.447356285503616,0.6032617465641579,0.4454621297468531,0.15779961681730476,472.58421245374177,478.8294757709828,466.33894913650073,4.289309179173687
2024-01-11,477.5899963378906,478.1199951171875,472.260009765625,476.3500061035156,471.9000549316406,77940700,472.77250213623046,472.8309605099445,64.05978350225668,0.8386568629311455,0.5241010763837116,0.3145557865474339,472.77250213623046,479.080175896769,466.4648283756919,4.498732668825529
2024-01-12,477.8399963378906,478.6000061035156,475.2300109863281,476.6799926757813,472.2269592285156,57944000,473.08150177001954,473.1975350019289,58.069717767783956,1.0398496081523945,0.6272507827374483,0.4125988254149462,473.08150177001954,479.52447681287305,466.63852672716604,4.348234328607125
2024-01-16,475.260009765625,476.6099853515625,473.05999755859375,474.9299926757813,470.4932556152344,85014900,473.22750091552734,473.3625309708672,52.51374550057365,1.0460279742584362,0.7110062210416459,0.3350217532167903,473.22750091552734,479.70050824827996,466.7544935827747,4.2511357670845165
2024-01-17,471.8200073242188,472.7900085449219,469.8699951171875,472.2900085449219,467.8779602050781,68843900,473.37550201416013,473.26038597792,43.56324043197034,0.8283510030848333,0.7344751774502835,0.09387582563454988,473.37550201416013,479.6040331589378,467.14697086938247,4.358984005952422
2024-01-18,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,472.0387268066406,91856200,473.60150146484375,473.5679673356776,49.96599936974442,0.9834077444512559,0.784261690850478,0.19914605360077786,473.60150146484375,479.94230401094774,467.26069891873976,4.413784673648349
2024-01-19,477.6499938964844,482.7200012207031,476.5400085449219,482.4299926757813,477.9232177734375,110733300,473.98100128173826,474.41196974902084,58.15340652938356,1.5675303691160707,0.9409154265035966,0.6266149426124741,473.98100128173826,481.44326318945275,466.51873937402377,4.655948182005653
2024-01-22,484.010009765625,485.2200012207031,482.7799987792969,483.4500122070313,478.9337158203125,75844900,474.7405014038086,475.27273569740277,61.682007224719634,2.0886817855871413,1.1704686983203056,0.9182130872668357,474.7405014038086,482.81777349372635,466.66322931389084,4.407156230394475
2024-01-23,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,480.3305358886719,49945300,475.34850006103517,476.185807093037,68.17507438617206,2.5856651486472515,1.4535079883856947,1.1321571602615568,475.34850006103517,484.53370730829823,466.1632928137721,4.115531493425212
2024-01-24,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,480.8555908203125,81765000,475.9355010986328,477.06239828878944,77.42897800332597,2.987854848246684,1.7603773603578925,1.2274774878887915,475.9355010986328,486.1108463325252,465.7601558647404,4.088127782583101
2024-01-25,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,483.4709167480469,72525000,476.55450134277345,478.1069316688378,83.05197620811471,3.4795081350299597,2.104203515292306,1.3753046197376535,476.55450134277345,488.07415022473475,465.03485246081215,3.9323751329261873
2024-01-26,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,482.8567199707031,76641600,477.09950103759763,478.9929385253398,81.06476121914905,3.7755957647850664,2.4384819651908582,1.3371137995942082,477.09950103759763,489.59990466884886,464.5990974063464,3.752056658171446
2024-01-29,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,486.68060302734375,61322800,477.82850036621096,480.1621814289905,79.19444076260993,4.2724655795066155,2.8052786880540097,1.4671868914526058,477.82850036621096,491.8378331347422,463.8191675976797,3.818449103748587
2024-01-30,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,486.30419921875,58618400,478.6075012207031,481.18387983084256,80.1490076613347,4.582750635073069,3.1607730774578218,1.421977557615247,478.6075012207031,493.7166836798234,463.4983187615828,3.5106571919987752
2024-01-31,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,478.3690185546875,126011100,479.1190017700195,481.3454155500778,59.42162040187943,4.134651245622877,3.355548711090833,0.7791025345320435,479.1190017700195,494.07081815011753,464.1671853899215,4.1132401393156055
2024-02-01,484.6300048828125,489.2300109863281,483.7999877929688,489.2000122070313,484.6300048828125,91891600,480.139501953125,482.09347237454955,66.2043226510084,4.24061782111238,3.5325625330951427,0.7080552880172375,480.139501953125,494.9079257365143,465.37107816973565,4.4114756012089416
2024-02-02,489.6499938964844,496.0499877929688,489.2999877929688,494.3500061035156,489.7319030761719,99147700,481.4930023193359,483.2607613011177,69.86736810754381,4.686139661786854,3.763277958833485,0.9228617029533686,481.4930023193359,496.2609438533435,466.7250607853283,4.736608932506083
2024-02-05,493.7000122070313,494.3800048828125,490.2300109863281,492.5499877929688,487.9486999511719,75757100,482.72450103759763,484.1454495384369,69.7888719041972,4.838200729715709,3.97826251300993,0.8599382167057787,482.72450103759763,496.8191926842862,468.6298093909091,4.658393594369856
2024-02-06,493.5199890136719,494.3200073242188,492.0499877929688,493.9800109863281,489.3653564453125,55918600,483.6935012817383,485.082074438236,75.04041060272755,5.016276627651905,4.185865335938326,0.8304112917135793,483.6935012817383,498.09771438420836,469.2892881792682,4.339943719287208
2024-02-07,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,493.4468383789063,70556500,484.9045013427734,486.3218774539769,74.99422898131468,5.427289814840265,4.434150231718713,0.9931395831215513,484.9045013427734,499.8953665148365,469.91363617071033,4.3679495957780805
2024-02-08,498.1000061035156,498.7099914550781,497.260009765625,498.3200073242188,493.664794921875,52343600,485.9925018310547,487.4645564892381,71.18103240671442,5.705009192040052,4.688322023782981,1.0166871682570706,485.9925018310547,501.5800733948435,470.4049302672659,3.9788872082680866
2024-02-09,498.8399963378906,501.6499938964844,498.489990234375,501.2000122070313,496.5179138183594,63979400,487.2350021362305,488.7726951290279,72.5425478809001,6.087325228167003,4.968122664659786,1.1192025635072174,487.2350021362305,503.5318106534943,470.9381936189667,3.892367123467751
2024-02-12,501.1700134277344,503.5,500.239990234375,500.9800109863281,496.2999572753906,56502300,488.4500030517578,489.935296639247,71.11054981963626,6.299939401507515,5.234486012029333,1.0654533894781828,488.4500030517578,505.0539077692072,471.84609833430835,3.8080528090887173
2024-02-13,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,489.4643859863281,113099200,489.40750274658205,490.3300290138202,59.75305090028531,5.844293978341909,5.356447605291848,0.4878463730500613,489.40750274658205,504.900086826016,473.91491866714813,4.668313736626889
2024-02-14,496.7900085449219,499.0700073242188,494.3999938964844,498.5700073242188,493.9124450683594,68387800,490.72150268554685,491.11478885290575,61.357754382457195,5.778883476264355,5.44093477948635,0.337948696778005,490.72150268554685,504.45970706163786,476.98329830945585,4.711208005337061
2024-02-15,499.2900085449219,502.2000122070313,498.7999877929688,502.010009765625,497.3203430175781,61683000,491.99750366210935,492.1524289398314,64.83135680286301,5.936195859121881,5.5399869954134555,0.39620886370842534,491.99750366210935,504.8843603539548,479.11064697026393,4.5670475890004525
2024-02-16,501.7000122070313,502.8699951171875,498.75,499.510009765625,494.8436584472656,75461200,492.85150451660155,492.8531509232403,58.608449134369586,5.792367146441961,5.590463025619157,0.20190412082280407,492.85150451660155,505.32591403051737,480.37709500268573,4.5074405927587256
2024-02-20,497.7200012207031,498.4100036621094,494.4500122070313,496.760009765625,492.119384765625,71736700,493.5170043945312,493.22523271775316,55.84310485193871,5.3942977317046825,5.551229966836263,-0.15693223513158028,493.5170043945312,505.27940921764537,481.7545995714171,4.581114854870055
2024-02-21,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,492.5651245117188,59603800,494.134504699707,493.60473354987937,66.79161186457286,5.05684248191875,5.452352469852761,-0.3955099879340107,494.134504699707,505.26294466688444,483.0060647325296,4.4782992153665475
2024-02-22,504.010009765625,508.489990234375,503.0199890136719,507.5,502.7590026855469,76402500,495.24000396728513,494.92809225941465,69.61830842333514,5.555682013653836,5.473018378612975,0.08266363504086094,495.24000396728513,507.0808620642366,483.39914587033365,5.385192490557258
2024-02-23,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,503.1057434082031,61321800,496.2310043334961,496.15875072075755,66.13285330003443,5.9111188058788,5.560638464066141,0.3504803418126592,496.2310043334961,508.8247744457464,483.6372342212458,5.071166662389207
2024-02-26,508.2999877929688,508.75,505.8599853515625,505.989990234375,501.26312255859375,50386700,497.1600036621094,497.095059245864,66.03815636330256,5.97385441357801,5.643281653968515,0.3305727596094954,497.1600036621094,509.75516919002155,484.5648381341972,4.780346393862313
2024-02-27,506.7000122070313,507.1600036621094,504.75,506.9299926757813,502.1943359375,48854500,497.94300384521483,498.0317195725228,65.63627319122281,6.029914079738546,5.720608139122521,0.30930594061602523,497.94300384521483,510.9371729970205,484.94883469340914,4.464300696295255
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,501.5306091308594,56506600,498.71150360107424,498.8153662575801,60.748145914983354,5.951672570880419,5.766821025474101,0.18485154540631754,498.71150360107424,511.76722342131853,485.65578378082995,4.131727432882979
2024-02-29,508.0700073242188,509.739990234375,505.3500061035156,508.0799865722656,503.3336181640625,83924800,499.97150268554685,499.6977110494549,62.335657635598956,5.967730249987142,5.80700287037671,0.1607273796104316,499.97150268554685,511.35039646930886,488.59260890178484,4.166161659279831
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,508.05902099609375,76805900,501.1540008544922,500.95030767197704,64.0530276815334,6.292814674879423,5.904165231277253,0.38864944360217013,501.1540008544922,512.7333866349604,489.574615074024,4.30533896538627
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,507.51416015625,49799300,502.05149993896487,502.03122958826197,63.54712438652577,6.431923791525435,6.0097169433268895,0.42220684819854526,502.05149993896487,514.1799260496409,489.92307382828886,4.024628730938934
2024-03-05,510.239990234375,510.7000122070313,504.9100036621094,507.1799926757813,502.4420166015625,72855600,502.78300018310546,502.52158797754953,66.37502012254348,6.059181479930771,6.019609850647667,0.039571629283104315,502.78300018310546,514.2449718347306,491.3210285314804,4.47334278426166
2024-03-06,510.5499877929688,512.0700073242188,508.4200134277344,509.75,504.9880065917969,68382400,503.5714996337891,503.21000817016386,64.67962917253024,5.903111233406264,5.996310127199386,-0.0931988937931223,503.5714996337891,514.6468550364561,492.49614423112206,4.528899032818431
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,510.0007019042969,58652100,504.406999206543,504.31476906430004,66.12091125446618,6.117208580736019,6.0204898179067134,0.09671876282930558,504.406999206543,516.2396659930789,492.57433242000707,4.743714448234307
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,506.9396362304688,86425500,505.0769989013672,505.02002926967174,65.15265247257845,5.968741454615781,6.010140145248527,-0.041398690632745705,505.0769989013672,516.9757609072761,493.17823689545827,5.0565479645114
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,506.5037231445313,62557200,505.5809982299805,505.616216842017,69.11533458092914,5.7493013011659855,5.957972376432019,-0.20867107526603323,505.5809982299805,517.6411407380036,493.52085572195733,4.833008886951547
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,511.9523620605469,73114400,506.3709991455078,506.67943707581304,72.73999348939402,5.950605025065784,5.956498906158772,-0.0058938810929882735,506.3709991455078,519.2071373705678,493.5348609204479,5.057943639524674
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,511.1498718261719,55104100,507.46549835205076,507.56424980222374,62.62288878701218,5.975888396425262,5.96037680421207,0.015511592213191427,507.46549835205076,519.6028986299815,495.32809807411996,4.756882859983884
2024-03-14,516.969970703125,517.1300048828125,511.8200073242188,514.9500122070312,510.1394348144531,110171800,508.2844985961914,508.2676557455387,60.374058810991684,5.84623180282847,5.937547803935351,-0.09131600110688076,508.2844985961914,520.1008678415534,496.46812935082943,4.830631486465192
2024-03-15,510.2099914550781,511.7000122070313,508.1199951171875,509.8299865722656,506.6365356445313,107585800,508.6754974365234,508.41644915760793,55.122725736781895,5.269590183957007,5.803956279939682,-0.5343660959826755,508.6754974365234,520.1296438823763,497.22135099067054,5.097216233582333
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,509.64752197265625,88893300,509.34299621582034,508.8396430808417,57.493039648936026,4.999462434369661,5.643057510825678,-0.643595076456017,509.34299621582034,520.081815799809,498.60417663183176,5.170919921969272
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,512.479736328125,60755300,510.2904968261719,509.49396488006215,61.317363343581405,4.958203301938397,5.506086669048223,-0.5478833671098258,510.2904968261719,519.6041313095008,500.97686234284305,5.132131250081702
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,517.2198486328125,69594600,511.4539962768555,510.5402520789848,63.87022600054212,5.249883539158645,5.454846043070308,-0.2049625039116627,511.4539962768555,519.6320712829772,503.27592127073376,5.186510820383308
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,518.9290771484375,60256100,512.188996887207,511.65070542451303,61.22451073058863,5.555790717935849,5.475034978043417,0.08075573989243257,512.188996887207,521.4424182197359,502.9355755546781,4.978976695373867
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,517.9452514648438,79023000,512.8569976806641,512.5611165243362,60.584480368443366,5.653174150213545,5.510662812477443,0.14251133773610203,512.8569976806641,522.7015808192267,503.0124145421015,4.533781755782352
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,516.5142822265625,48512100,513.5459991455078,513.2476787154708,66.38895554026541,5.550176084447514,5.518565466871457,0.03161061757605754,513.5459991455078,523.2953824030379,503.79661588797774,4.1426157378238715
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,515.560302734375,65463700,514.1399993896484,513.7774233671968,62.30974254187448,5.329646774881098,5.480781728473385,-0.1511349535922868,514.1399993896484,523.6364936227875,504.6435051565093,4.014265996218189
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,519.8929443359375,82999800,514.985498046875,514.6719528474787,61.578895756969146,5.443935785175881,5.473412539813884,-0.02947675463800259,514.985498046875,524.5388955603386,505.4321005334115,4.065700451930764
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,519.7935791015625,96294900,515.7349990844726,515.4717675595492,67.13980631383353,5.463464042395458,5.471422840330199,-0.007958797934740858,515.7349990844726,525.3590734450046,506.1109247239406,3.767601198964995
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,518.8892822265625,62477500,516.2004989624023,516.1087395200237,66.200028536297,5.343906941354362,5.445919660535032,-0.1020127191806699,516.2004989624023,526.1327056183618,506.26829230644285,3.719925596394663
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,515.590087890625,74230300,516.5275009155273,516.3688621233994,53.28024833902865,4.924498603333177,5.341635449094661,-0.41713684576148413,516.5275009155273,526.3490237644085,506.70597806664614,3.9812678736462077
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,516.156494140625,59155800,517.1389999389648,516.6584917444595,55.519916791375145,4.585248485739385,5.190358056423606,-0.6051095706842213,517.1389999389648,525.9844577960652,508.29354208186453,3.8877693967433804
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,509.8562316894531,96858100,517.3050003051758,516.3167313234842,47.423233230771295,3.761448430895939,4.904576131318073,-1.1431277004221343,517.3050003051758,525.6786224316097,508.9313781787418,4.8507315240525966
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,515.1826782226562,74482100,517.4860000610352,516.5179943094173,61.710286502160415,3.500732707358111,4.623807446526081,-1.1230747391679703,517.4860000610352,525.7887415435816,509.1832585784887,5.1866333364705834
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,515.4707641601562,48401800,517.8359985351562,516.7277063469132,58.622733624799274,3.279706012096881,4.354987159640242,-1.075281147543361,517.8359985351562,525.6935415270453,509.9784555432672,4.800412628587006
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,516.0670776367188,68124400,518.2379989624023,516.9745921542757,55.688625058188514,3.1170275509726935,4.107395237906733,-0.9903676869340394,518.2379989624023,525.481997949537,510.9939999752676,5.013694199983739
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,510.899658203125,82652800,518.104997253418,516.7027257697911,40.11193604955703,2.539235446101088,3.793763279545604,-1.254527833444516,518.104997253418,525.5564148836891,510.6535796231469,5.3091990358192405
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,514.7553100585938,70099000,518.2064987182617,516.8262756964776,43.88108063887945,2.367128226997579,3.5084362690359994,-1.1413080420384203,518.2064987182617,525.5904621730646,510.8225352634589,5.587967614897508
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,507.650146484375,92469100,518.001498413086,516.2571071638146,37.20350259528289,1.6349406849376464,3.133737152216329,-1.4987964672786824,518.001498413086,525.97060493534,510.03239189083195,6.032240389942424
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.4500122070313,501.2902526855469,92101400,517.7324996948242,515.1326219298352,33.142553194347286,0.5321168504425486,2.613413091861573,-2.0812962414190244,517.7324996948242,527.1029863478507,508.3620130417978,6.790608500710518
2024-04-16,504.9400024414063,506.5,502.2099914550781,503.5299987792969,500.3760070800781,73484000,517.266000366211,514.0276102012125,33.171760002097244,-0.41137431156448656,2.008455611176361,-2.4198299227408477,517.266000366211,528.4175478094791,506.11445292294286,6.457195173272033
2024-04-17,506.0499877929688,506.2200012207031,499.1199951171875,500.5499877929688,497.4146728515625,75910300,516.5079986572266,512.744027114713,24.307078819004445,-1.3836104367009057,1.3300424016009078,-2.7136528383018135,516.5079986572266,529.9338846914874,503.08211262296584,6.542903297304512
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,496.3910827636719,74548100,515.4599990844727,511.48459491461387,23.8041603102411,-2.211731401048553,0.6216876410710157,-2.8334190421195684,515.4599990844727,530.726462123105,500.1935360458403,6.413183834226411
2024-04-19,499.4400024414063,500.4599914550781,493.8599853515625,495.1600036621094,492.0584106445313,102129100,514.1079986572265,509.9298719381849,22.107395677211443,-3.1831443054222177,-0.13927874822763103,-3.0438655571945867,514.1079986572265,531.5022637694465,496.71373354500656,6.43809347013164
2024-04-22,497.8299865722656,502.3800048828125,495.4299926757813,499.7200012207031,496.58984375,67961000,513.0334976196289,508.95750329842474,30.741281973882963,-3.5441871539704835,-0.8202604293762016,-2.723926724594282,513.0334976196289,531.2176252544471,494.84936998481066,6.542347836874504
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,502.4826965332031,64633600,512.3274963378906,508.64250240300186,37.49092101547021,-3.313618036628668,-1.318931950826695,-1.994686085801973,512.3274963378906,530.5067992502663,494.1481934255148,6.544701133103738
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,502.24420166015625,55928100,511.6574966430664,508.3346453800597,42.16768443946566,-3.1143552079876144,-1.678016602258879,-1.4363386057287355,511.6574966430664,529.818556195546,493.49643709058677,6.237406346606573
2024-04-25,499.1799926757813,504.2699890136719,497.489990234375,503.489990234375,500.3362426757813,69122400,510.67349700927736,507.87324965189924,33.56797710041528,-3.0759098440796606,-1.9575952506230354,-1.1183145934566252,510.67349700927736,528.3338606857291,493.01313333282565,6.461753957423614
2024-04-26,506.3500061035156,509.8800048828125,505.7000122070313,508.260009765625,505.0763854980469,64306100,509.93299713134763,507.91008394844454,39.52748534009274,-2.630221350273416,-2.0921204705531116,-0.5381008797203046,509.93299713134763,526.6199271944971,493.24606706819816,6.452188716225465
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,506.8650817871094,46415400,509.32799835205077,508.11483762560164,40.946414633156614,-2.107472406111185,-2.0951908576647265,-0.012281548446458679,509.32799835205077,524.9946003223276,493.66139638177384,6.05856355406207
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,498.8357238769531,77483600,508.48499755859376,507.5305684218613,38.763433358171476,-2.318451821365784,-2.139843050404938,-0.17860877096084593,508.48499755859376,523.8071707415011,493.16282437568645,6.328086623155878
2024-05-01,501.3800048828125,508.1900024414063,499.8699951171875,500.3500061035156,497.2159423828125,80242800,507.531999206543,506.84670534392365,32.953450220142784,-2.5873568601928696,-2.2293458123625243,-0.3580110478303453,507.531999206543,522.3559597875818,492.7080386255042,6.593676049964269
2024-05-02,504.1499938964844,505.8900146484375,499.5499877929688,505.0299987792969,501.8665771484375,62550200,507.1299987792969,506.673685671102,44.0973541934134,-2.3952191488390326,-2.2625204796578258,-0.13269866918120687,507.1299987792969,521.7563626478324,492.50363491076143,6.559856157364859
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,508.08740234375,72756700,506.7729995727539,507.1133354686087,56.95687126561645,-1.7180139617872783,-2.1536191760837164,0.43560521429643817,506.7729995727539,520.5626739751569,492.9833251703509,6.687873871539128
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,513.3343505859375,47264700,506.6655014038086,508.01397088342867,62.18237221759402,-0.7466651067824728,-1.8722283622234677,1.125563255440995,506.6655014038086,520.091767453343,493.2392353542742,6.505487596219328
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,513.9007568359375,52561300,506.5565017700195,508.8831179086676,66.22973156943146,0.0683428722248891,-1.4841141153337964,1.5524569875586856,506.5565017700195,519.5795439756445,493.53345956439455,5.920755265681751
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,513.950439453125,42047200,506.71000213623046,509.6742497689284,67.62419954476249,0.7100906811742789,-1.0452731560321813,1.7553638372064602,506.71000213623046,520.1733394251892,493.24666484727175,5.477984641715851
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,516.9117431640625,43643700,506.8185012817383,510.67384340142627,75.65127682496797,1.4425115867623504,-0.5477162074732751,1.9902277942356255,506.8185012817383,520.6936094855555,492.9433930779211,5.214253356153738
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,517.57763671875,52233200,507.31800231933596,511.64205134943035,73.53992216183562,2.0533575501765426,-0.027501455943311548,2.080859006119854,507.31800231933596,522.4651653608313,492.17083927784057,4.92568461439574
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,517.6470947265625,36716400,508.14100036621096,512.5247105680114,69.56409126797506,2.514120244854496,0.4808228842162499,2.033297360638246,508.14100036621096,524.3812582841932,491.90074244822875,4.659592355913809
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,520.0221557617188,57535900,509.1294998168945,513.5509274465788,71.73752950712806,3.0371221542940248,0.9920827382318049,2.04503941606222,509.1294998168945,526.5517139054008,491.7072857283882,4.474315979291967
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,526.4616088867188,59504900,510.5910018920898,515.0965561942261,78.75741240971915,3.929196794146037,1.5795055494146513,2.349691244731386,510.5910018920898,529.7957212008603,491.38628258331937,4.781744421636372
