Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD_line,MACD_signal,MACD_histogram,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,ATR_14
2023-12-13,196.9949188232422,197.9600067138672,198.0,194.8500061035156,195.08999633789065,70404200,,197.9600067138672,,0.0,0.0,0.0,197.9600067138672,,,3.1499938964844034
2023-12-14,197.14418029785156,198.11000061035156,199.6199951171875,196.16000366210935,198.02000427246097,66831600,,197.9742918468657,100.0,0.01196532507569259,0.0023930650151385183,0.009572260060554071,198.03500366210938,198.24712706479076,197.822880259428,3.1913269042969037
2023-12-15,196.60682678222656,197.57000732421875,198.3999938964844,197.0,197.52999877929688,128256700,,197.93578855899455,21.73864968265552,-0.021872876964778243,-0.002460123380844834,-0.01941275358393341,197.8800048828125,198.43749356250459,197.32251620312041,2.952482503255237
2023-12-18,194.93502807617188,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789065,55751900,,197.7409514952473,6.328869430852436,-0.1821527522389772,-0.038398649152471306,-0.14375410308650588,197.38250350952148,199.42390440469447,195.3411026143485,2.9828192274305803
2023-12-19,195.9798889160156,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210935,40714100,,197.6646706329767,35.08764885135166,-0.22189141104874466,-0.07509720153172599,-0.14679420951701866,197.29400329589845,199.10566937090684,195.48233722089006,2.726443004919003
2023-12-20,193.88018798828125,194.8300018310547,197.67999267578125,194.8300018310547,196.8999938964844,52242800,,197.3947021756508,21.69976877272954,-0.4188161478531356,-0.14384099079600793,-0.27497515705712766,196.88333638509116,199.4665984029742,194.3000743672081,2.7429160502266776
2023-12-21,193.7308807373047,194.67999267578125,197.0800018310547,193.5,196.1000061035156,46482500,,197.13615841375847,21.126677322731,-0.5802956190139525,-0.23113191643959685,-0.3491637025743557,196.56857299804688,199.45564127906448,193.68150471702927,2.8545274876704125
2023-12-22,192.65618896484375,193.6000061035156,195.41000366210935,192.97000122070312,195.17999267578125,37122800,,196.79938200325915,17.75144857039018,-0.7863505937051514,-0.34217565189270777,-0.4441749418124436,196.19750213623047,199.59612249667765,192.7988817757833,2.799257481501854
2023-12-26,192.1088409423828,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300,,196.44229829359236,16.41583240792538,-0.9827033034329986,-0.470281182200766,-0.5124221212322326,195.84778001573352,199.65695223899627,192.03860779247077,2.5673561584474403
2023-12-27,192.20835876464844,193.1499938964844,193.5,191.08999633789065,192.4900054931641,48087700,,196.1287454938678,17.543722367855082,-1.117365520837808,-0.5996980499281744,-0.5176674709096335,195.5780014038086,199.55403130553188,191.60197150208532,2.546375825602361
