Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD_line,MACD_signal,MACD_histogram,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,ATR_14
2023-12-13,239.2899932861328,239.2899932861328,240.3000030517578,228.1999969482422,234.19000244140625,146286300,,239.2899932861328,,0.0,0.0,0.0,239.2899932861328,,,12.100006103515625
2023-12-14,251.0500030517578,251.0500030517578,253.8800048828125,240.7899932861328,241.22000122070312,160829200,,240.40999421619233,100.0,0.9381204371438798,0.18762408742877598,0.7504963497151038,245.1699981689453,261.80116347313225,228.5388328647584,12.4320068359375
2023-12-15,253.5,253.5,254.1300048828125,248.3000030517578,251.2100067138672,135720800,,241.65666143369782,100.0,1.857865602433833,0.5216723904297874,1.3361932120040456,247.94666544596353,263.1393085239392,232.7540223679879,11.551739501953126
2023-12-18,252.0800018310547,252.0800018310547,258.739990234375,251.36000061035156,253.77999877929688,116416500,,242.64936051916038,90.91492178286643,2.444015201620516,0.9061409526679333,1.537874248952583,248.97999954223633,262.0552460842902,235.9047530001824,10.995506184895834
2023-12-19,257.2200012207031,257.2200012207031,258.3399963378906,253.0099945068359,253.47999572753903,106737400,,244.03704058597398,93.16322639938936,3.28542563432714,1.3819978889997748,1.9034277453273654,250.62799987792968,264.13872362725294,237.1172761286064,10.364104627821181
2023-12-20,247.13999938964844,247.13999938964844,259.8399963378906,247.0,256.4100036621094,125097000,,244.3325604720382,62.722859887248205,3.1031068741774845,1.726219686035317,1.3768871881421676,250.04666646321616,262.462079864385,237.63125306204734,10.694223522497108
2023-12-21,254.5,254.5,254.8000030517578,248.5500030517578,251.8999938964844,109594200,,245.3008880461298,69.90317199858953,3.512024055237248,2.083380559875703,1.4286434953615448,250.682856968471,262.5059170201782,238.85979691676377,10.28966087444541
2023-12-22,252.5399932861328,252.5399932861328,258.2200012207031,251.3699951171875,256.760009765625,93249800,,245.99032664041582,66.49240175614662,3.6360238859557796,2.3939092250917184,1.2421146608640612,250.9149990081787,261.93951608523395,239.8904819311235,9.831040238321439
2023-12-26,256.6099853515625,256.6099853515625,257.9700012207031,252.91000366210935,254.4900054931641,86892400,,247.00172270814406,69.57503380973355,4.016410312553518,2.7184094425840786,1.2980008699694392,251.5477752685547,262.53695578074627,240.55859475636308,9.244235931154622
2023-12-27,261.44000244140625,261.44000244140625,263.3399963378906,257.5199890136719,258.3500061035156,106494400,,248.37679696845476,72.5697971891128,4.653963317054348,3.1055202174781327,1.5484430995762155,252.53699798583983,264.64016046061727,240.4338355110624,8.90900593851109
2023-12-28,253.17999267578125,253.17999267578125,265.1300048828125,252.7100067138672,263.6600036621094,113619900,,248.83424417867633,62.114069032074845,4.441515879823612,3.3727193499472286,1.0687965298763835,252.59545204856178,264.084065120187,241.1068389769366,9.37713823590232
2023-12-29,248.47999572753903,248.47999572753903,255.19000244140625,247.42999267578125,255.1000061035156,100615300,,248.80050623094897,57.407704417986785,3.8495243604260736,3.468080352042998,0.3814440083830757,252.25249735514322,263.46119757081476,241.0437971394717,9.16152110653201
2024-01-02,248.4199981689453,248.4199981689453,251.25,244.41000366210935,250.0800018310547,104654200,,248.764267367901,57.3522313849735,3.337057987444183,3.441875879123235,-0.10481789167905209,251.9576897254357,262.8977436779909,241.01763577288054,8.851984470713163
2024-01-03,238.4499969482422,238.4499969482422,245.67999267578125,236.32000732421875,244.97999572753903,121082600,,247.78195589936206,49.41715514112574,2.1021961108074834,3.173939925460085,-1.0717438146526015,250.99285452706474,263.7446798344446,238.2410292196849,9.285051987248282
2024-01-04,237.92999267578125,237.92999267578125,242.6999969482422,237.72999572753903,239.25,102629300,,246.84367368759246,49.06310278023926,1.0692732613851774,2.7530065926451037,-1.6837333312599263,250.1219970703125,264.13976005949655,236.10423408112842,8.709711885042266
2024-01-05,237.4900054931641,237.4900054931641,240.1199951171875,234.8999938964844,236.86000061035156,92379400,,245.95284814526596,38.93242295383808,0.21271907976137072,2.2449490900683573,-2.0322300103069866,249.33249759674072,264.2753767283147,234.3896184651667,8.244417129797043
2024-01-08,240.4499969482422,240.4499969482422,241.25,235.3000030517578,236.13999938964844,85166600,,245.42876707888274,39.43661797869104,-0.22466985335375966,1.751025301383934,-1.9756951547376937,248.80999755859375,263.90630380069325,233.71369131649425,7.938494438923063
2024-01-09,234.9600067138672,234.9600067138672,238.9600067138672,232.0399932861328,238.11000061035156,96705700,,244.4317422822146,36.998787918116086,-1.0027410891250952,1.2002720232821282,-2.2030131124072234,248.0405536227756,264.07551031527134,232.00559693027986,8.001362335347904
2024-01-10,233.94000244140625,233.94000244140625,235.5,231.2899932861328,235.1000061035156,91628500,,243.43252896404238,31.140636488283192,-1.68228167348272,0.6237612839291586,-2.3060429574118784,247.29841935007195,264.171279509881,230.42555919026293,7.4958482524838095
2024-01-11,227.22000122070312,227.22000122070312,230.92999267578125,225.3699951171875,230.57000732421875,105873600,246.29449844360352,241.88847870277198,32.93351785416874,-2.7315824375399984,-0.04730746036467272,-2.684274977175326,246.29449844360352,265.01181986535784,227.5771770218492,7.639069462048468
2024-01-12,218.88999938964844,218.88999938964844,225.33999633789065,217.1499938964844,220.0800018310547,122889000,245.2744987487793,239.69814733961735,19.989887484115584,-4.187056601742626,-0.8752572886402633,-3.3117993131023624,245.2744987487793,267.4946487509892,223.05434874656942,7.963194510337836
